http://188.242.221.167:11434/v1,"qwen2-math:latest, qwen2.5-coder:latest, bespoke-minicheck:latest, deepseek-coder-v2:latest, glm4:latest, qwen2:7b, llama3.1:latest, codellama:latest"
http://43.136.59.99:11434/v1,
http://83.222.26.174:11434/v1,
http://108.59.185.233:2052/v1,"mistral-nemo:12b-instruct-2407-q8_0, deepseek-r1:8b-llama-distill-q4_K_M, deepseek-r1:8b, mistral-nemo:latest, codestral:latest, llama3.1:latest, llama3:latest, gdisney/mistral-uncensored:latest"
http://79.137.89.25:11434/v1,"deepseek-r1:latest, qwen2.5:1.5b, mistral:latest, llama3.2:latest"
http://129.146.232.34:11434/v1,
http://110.80.146.162:8082/v1,"bge-large:latest, qwen2.5:latest, llama3.2:3b, minicpm-v:latest, bge-m3:latest"
http://152.67.99.197:8081/v1,"llama3.2:latest, llava:13b, qwen2.5-coder:32b, wizardlm2:latest"
http://103.117.20.16:11434/v1,"mistral-small:24b, deepseek-r1:latest, deepseek-r1:70b, deepseek-r1:14b, deepseek-r1:32b, luna-llama:latest, allenporter/assist-llm:latest, ajindal/llama3.1-storm:8b, llama3.1:8b-instruct-q4_0, llama3.1:70b, llama3.1:latest"
http://167.235.164.136:11434/v1,"smollm2:135m, llama3.2:latest, llama3:8b"
http://35.209.74.136:11434/v1,"deepseek-r1:32b, llama3.3:latest, smollm2:135m, qwen2:latest, mistral:latest, nemotron-mini:latest, qwen2.5:latest, llama3.1:latest, darkmoon/olmo:7B-instruct-q6-k, llama3.2:latest, mistral-nemo:latest"
http://34.47.200.165:80/v1,"deepseek-llm:7b, deepseek-r1:1.5b, llama3.2:latest, deepseek-r1:7b, nomic-embed-text:latest, deepseek-r1:32b, deepseek-r1:14b"
http://132.195.160.173:443/v1,
http://217.18.53.53:11434/v1,llama2:latest
http://103.93.130.183:11434/v1,
http://137.184.111.109:11434/v1,
http://146.56.172.187:11434/v1,
http://57.128.213.82:11434/v1,"smollm2:135m, gemma2:27b, llama2:latest, nemotron-mini:latest, llama3.2:1b, llama3.1:latest, qwen2.5:14b, llama3.1:8b, llama3.2:latest"
http://71.95.20.58:11434/v1,
http://203.112.158.82:11434/v1,
http://5.252.54.209:11434/v1,"smollm2:135m, tinyllama:latest"
http://47.96.6.228:3389/v1,qwen2.5:1.5b
http://210.126.8.234:11434/v1,
http://188.68.58.123:11434/v1,"smollm2:135m, qwen2.5:1.5b, llama2:latest, mxbai-embed-large:latest, llama3.2:latest"
http://47.115.134.128:1314/v1,
http://104.234.90.18:8080/v1,
http://208.69.58.13:11434/v1,"smollm:1.7b, openchat:latest, deepseek-r1:14b, deepseek-r1:1.5b, deepseek-r1:32b"
http://138.207.194.52:11434/v1,"hf.co/unsloth/DeepSeek-R1-Distill-Llama-8B-GGUF:Q8_0, smollm2:135m, hf.co/unsloth/Qwen2.5-Coder-14B-Instruct-128K-GGUF:Q8_0, hf.co/bartowski/DeepSeek-Coder-V2-Lite-Instruct-GGUF:Q8_0_L"
http://43.134.234.41:11434/v1,"smollm2:135m, llama3:8b"
http://129.146.111.161:11434/v1,
http://165.232.69.65:11434/v1,
http://142.171.239.41:11434/v1,
http://82.77.25.116:11434/v1,"deepseek-r1:14b, qwen2.5:1.5b, mistral:latest, phi3:14b, phi:latest, llama3:8b, llama3.2:latest, qwen2.5-coder:latest, qwen2.5:14b"
http://141.223.124.62:11434/v1,"llama3.2:latest, deepseek-r1:1.5b, deepseek-r1:7b, deepseek-r1:14b, deepseek-r1:latest, smollm2:135m, qwen2.5:1.5b, qwen2.5-coder:32b, llama3.2:1b-instruct-q4_K_M"
http://158.178.201.163:11434/v1,"deepseek-r1:latest, smollm2:135m, bit-sync-dev/nexus1:1b, qwen2.5-coder:0.5b-base-q2_K, x/llama3.2-vision:latest, llama2:latest, gemma2:2b, gemma:2b, phi3:latest"
http://20.38.33.40:11434/v1,"deepseek-r1:8b, phi4:latest, wizardlm2:latest, jimscard/whiterabbit-neo:latest, codestral:latest, llama3.2:latest, deepseek-coder-v2:latest, nomic-embed-text:latest, qwen2.5-coder:32b"
http://8.134.88.201:9090/v1,"deepseek-r1:7b, deepseek-r1:1.5b, wangshenzhi/llama3-8b-chinese-chat-ollama-q4:latest, qwen:7b"
http://218.4.127.70:9180/v1,"deepseek-r1:32b, deepseek-v2:16b, nomic-embed-text:latest, llama3.1:latest"
http://95.217.99.18:11434/v1,
http://95.217.99.25:11434/v1,
http://152.228.242.78:11434/v1,
http://158.180.42.118:11434/v1,
http://152.70.87.118:11434/v1,
http://82.156.81.51:11434/v1,"lehuo-qwen2-sft-v1:latest, qwen2.5:latest, gemma2:latest, lehuo-llama3.1-v2:latest, wangshenzhi/llama3.1_8b_chinese_chat:latest, lehuo-llama3.1-v1:latest, mannix/hermes-3-llama-3.1-8b:latest, lehuo-qwen2-v1:latest, qwen2:latest, llama3.1:latest"
http://34.212.36.177:11434/v1,"x/llama3.2-vision:latest, mistral:instruct, codellama:instruct, deepseek-coder-v2:latest, codellama:latest, llava:latest, llama3.1:latest"
http://65.108.82.244:11434/v1,llama3.2:latest
http://108.84.24.144:11434/v1,"mxbai-embed-large:latest, llama3.1:8b, smollm2:135m, llama3.2-vision:latest, llava:34b"
http://129.146.111.249:11434/v1,"llama2:latest, smollm2:135m, llama3.2:latest"
http://64.184.169.62:11434/v1,"deepseek-v3:latest, deepseek-r1:70b"
http://94.130.76.238:11434/v1,
http://176.114.90.107:11434/v1,"llama2:latest, hhao/qwen2.5-coder-tools:7b"
http://65.108.51.222:11434/v1,"smollm2:135m, llama3:latest"
http://85.215.141.141:11434/v1,"mistral-small:latest, llama3.1:latest, llama3.2:latest, phi3:latest, granite-embedding:278m, phi4:latest, minicpm-v:latest, llama3.2-vision:latest"
http://200.137.215.69:11434/v1,
http://103.175.217.203:11434/v1,"qwen2.5:1.5b, llama3.2:1b"
http://65.109.213.30:11434/v1,
http://123.57.60.156:11434/v1,qwen:0.5b
http://140.245.22.177:11434/v1,"smollm2:135m, llama3.1:latest"
http://154.53.58.180:11434/v1,
http://45.12.52.133:11434/v1,
http://141.148.220.176:11434/v1,
http://154.26.130.96:11434/v1,
http://4.180.13.32:11434/v1,"deepseek-r1:14b, phi4:latest, mistral-nemo:12b, mistral:7b, qwen2.5:7b, bramvanroy/geitje-7b-ultra:Q8_0, bramvanroy/geitje-7b-ultra:f16, qwen2.5:1.5b, gemma2:27b, qwen2.5:14b, llama3.2-vision:latest, moondream:1.8b-v2-fp16, bramvanroy/fietje-2b-chat:f16, bramvanroy/fietje-2b-instruct:f16, qwen2.5-coder:7b"
http://150.136.208.242:11434/v1,"smollm2:135m, llama3.1:latest, mxbai-embed-large:latest, bge-m3:latest, qwen2m:latest, qwen2:latest, llama3.2-vision:latest, llama3.1:70b-instruct-q2_k, paraphrase-multilingual:latest, llama3.1:70b, nomic-embed-text:latest, llama3.1:8b"
http://123.31.11.142:11434/v1,"smollm2:135m, qwen2.5:1.5b"
http://178.62.209.157:88/v1,
http://8.219.108.41:11434/v1,"qwen2.5:1.5b, qwen2.5:0.5b, gemma2:2b"
http://167.234.218.95:11434/v1,"hf.co/mzwing/NSFW_13B_sft-GGUF:Q4_K_M, deepseek-r1:1.5b, deepseek-r1:8b"
http://35.207.245.85:80/v1,
http://85.143.173.127:11434/v1,"qwen2.5:0.5b, qwen2.5:1.5b"
http://46.20.156.216:11434/v1,"phi4:latest, gemma2:2b, smollm2:135m, llama2:latest, llama3.2:3b, llama3.1:latest"
http://192.144.128.16:11434/v1,"smollm2:135m, qwen2:1.5b, mistral:7b, qwen:0.5b, qwen2:0.5b"
http://185.13.230.242:11434/v1,
http://81.0.248.189:11434/v1,llama3.2:latest
http://108.68.101.128:11434/v1,
http://43.143.245.115:11434/v1,"smollm2:135m, qwen2:0.5b"
http://213.35.112.87:11434/v1,
http://172.232.25.233:11434/v1,
http://82.65.149.125:11434/v1,"llama2:latest, qwen2.5:1.5b, smollm2:135m, supervisor:latest, llama3:instruct"
http://139.162.113.117:11434/v1,
http://31.220.80.234:11434/v1,"nomic-embed-text:latest, llama3.1:latest, llama3.3:latest"
http://151.80.36.200:11434/v1,"llama2:latest, qwen2.5:1.5b, smollm2:135m, qwen2.5:latest"
http://144.24.83.152:11434/v1,
http://144.24.83.117:11434/v1,"smollm2:135m, llama2:latest, phi3:latest, gemma:latest, mistral:latest"
http://46.4.94.252:11434/v1,"mistral-small:latest, deepseek-r1:32b, hengwen/DeepSeek-R1-Distill-Qwen-32B:q4_k_m, deepseek-r1:14b, llama2:latest, vanilj/Phi-4:latest, qwen2.5:32b-instruct-q2_K, qwen2.5:14b"
http://65.21.88.61:11434/v1,"nicotra:latest, hetatech:latest, nozone:latest, arcuri:latest, llama3:latest"
http://36.138.100.70:11434/v1,"deepseek-r1:70b, deepseek-r1:671b, Qwen2-7B-Instruct:latest"
http://69.207.6.136:11434/v1,"codellama:13b, codellama:34b, qwen2.5-coder:32b, deepseek-r1:14b"
http://65.108.248.133:11434/v1,"smollm2:135m, llama2:latest, llama3.1:latest"
http://38.47.93.241:11434/v1,
http://27.254.39.36:11434/v1,"nomic-embed-text:latest, smollm2:135m, qwen:0.5b, codestral:22b-v0.1-q4_1, cageyv/typhoon-7b:latest, mistral:latest, qwen2:latest, gemma2:latest, llama3:latest, llama3.1:latest, alpaca-th:latest, unsloth:latest, llama-3-typhoon:latest, my-qwen2:latest"
http://18.141.139.189:11434/v1,"llama2:latest, qwen2:0.5b"
http://36.213.60.144:11434/v1,qwen2:7b
http://139.162.185.240:11434/v1,"smollm2:135m, llama2:latest, llama3.2:latest"
http://207.244.240.232:11434/v1,"smollm2:135m, tinyllama:latest"
http://166.108.232.154:11434/v1,
http://138.201.137.22:11434/v1,"smollm2:135m, llama3.2:latest"
http://204.12.218.138:11434/v1,"fine-tuned-nemotron:latest, deepseek-r1:14b, deepseek-r1:32b, deepseek-r1:70b, nemotron:latest, llama3.3:latest, deepseek-coder-v2:16b-lite-instruct-fp16, deepseek-coder-v2:latest, bge-m3:latest"
http://103.121.214.85:11434/v1,"llama3.3:latest, llama3.1-en-to-kr-translate:latest, llama3.1-id-to-en-translator:latest, my-llama3-model:latest, llama3.1:8b, llama3.1:latest, deepseek-r1:latest, llama2:latest, llama3.2:latest, qwen2:latest, 7shi/llama-translate:8b-q4_K_M, nicolasarg/google_translate:latest"
http://172.203.60.196:11434/v1,
http://49.13.160.228:11434/v1,
http://56.124.118.111:80/v1,"deepseek-r1:70b, deepseek-r1:32b, deepseek-r1:14b, deepseek-r1:8b"
http://16.170.233.58:11434/v1,"llama2:latest, nomic-embed-text:latest"
http://66.46.175.11:11434/v1,"llama3.2:latest, llama3.2:1b"
http://14.34.53.218:11434/v1,"smollm2:135m, meemaw:latest, anpigon/exaone-3.0-7.8b-instruct-llamafied:latest, llama3.2-vision:latest, llama3.2:latest"
http://52.176.50.177:11434/v1,
http://36.133.77.250:11434/v1,"smollm2:135m, nomic-embed-text:latest, shaw/dmeta-embedding-zh:latest, qwen2.5:14b, mxbai-embed-large:latest, glm4:latest"
http://89.168.39.127:11434/v1,
http://91.107.235.210:11434/v1,"llama3.1:latest, qwen2.5:1.5b, qwen2.5:0.5b"
http://141.164.47.134:11434/v1,
http://198.251.75.44:11434/v1,"llama2:latest, qwen2.5:1.5b, phi3:medium, llama3.3:latest"
http://20.81.150.186:11434/v1,
http://143.64.152.10:11434/v1,"smollm2:135m, qwen2.5:1.5b, phi3.5:latest, phi3:latest"
http://194.163.130.170:11434/v1,
http://159.223.23.145:11434/v1,"smollm2:135m, llama3.3:latest, gemma2:latest, llama2:latest, mistral-small:latest, mistral:latest"
http://120.46.56.177:11434/v1,"smollm2:135m, llama3:latest"
http://143.198.85.159:11434/v1,"smollm2:135m, llama3.1:8b"
http://47.100.250.1:8080/v1,
http://51.89.96.33:11434/v1,"qwen2.5:1.5b, qwen2.5:0.5b, smollm2:135m, qwen:0.5b, llama2:latest, mistral:latest, mistral-large:latest"
http://47.119.178.38:11434/v1,qwen2:0.5b
http://15.204.59.236:11434/v1,
http://81.143.14.49:11434/v1,
http://35.205.104.177:50000/v1,"deepseek-r1:latest, llama3.2:latest, llava:latest, llama3.2-vision:latest, llama3.3:latest, llama2-uncensored:latest, llama3.1:8b-instruct-q4_K_M, codellama:latest"
http://8.138.58.225:11434/v1,
http://82.165.196.12:11434/v1,"smollm2:135m, llama2:latest, llama3.2:latest"
http://35.75.132.147:80/v1,"deepseek-r1:7b, bge-m3:latest"
http://194.163.145.78:11434/v1,"nomic-embed-text:latest, llama3.1:latest"
http://103.89.53.44:11434/v1,"yi:latest, llama3.2:latest"
http://149.130.161.253:11434/v1,"smollm2:135m, llama2:latest, llama3.2:3b, llama3.1:latest"
http://86.50.169.115:11434/v1,"smollm2:135m, hf.co/tensorblock/Viking-13B-GGUF:Q6_K, deepseek-r1:8b, dolphin-llama3:8b, qwen2.5-coder:1.5b, qwen2.5-coder:latest, codellama:latest, llama3.2-vision:latest, Godmoded/llama3-lexi-uncensored:latest, Poro34B_Q8:latest, hf.co/mradermacher/Viking-33B-i1-GGUF:IQ1_M, hf.co/QuantFactory/NeuralDaredevil-8B-abliterated-GGUF:Q8_0, mistral:latest, llama2:latest, llama2-uncensored:latest, llama3.2:latest"
http://74.234.250.36:11434/v1,"llama2:latest, llama3.1:70b, qwen2.5:32b, qwen2.5-coder:latest"
http://202.88.209.125:8084/v1,"codellama:7b, mistral:latest, deepseek-r1:8b, llama3.2-vision:11b, llama3.2:1b"
http://119.147.24.196:11434/v1,qwen2.5:latest
http://34.88.87.206:11434/v1,
http://37.27.181.21:11434/v1,"deepseek-r1:32b, smollm2:135m, llama2:latest, qwen2.5:1.5b, llama3.3:latest, llama3.2:latest, llama3.1:latest"
http://46.4.69.184:11434/v1,"deepseek-r1:latest, mxbai-embed-large:latest, smollm2:135m, llama3:70b, llava:13b-v1.5-q8_0, llava:latest, yarn-mistral:latest, mixtral:latest, deepseek-r1:14b, blackhat-hacker:latest, stable-diffusion-prompt:latest, daz-lehrer:latest, hub/kamjin/english-teacher:latest, hub/math-teacher:latest, hub/english-translator-and-improver:latest"
http://8.130.45.116:11434/v1,mistral:latest
http://47.254.201.138:11434/v1,"qwen2.5:latest, deepseek-coder-v2:latest, bge-m3:latest, mistral:latest, deepseek-r1:latest, qwen:0.5b, llama3:latest, mxbai-embed-large:latest, nomic-embed-text:latest"
http://159.27.114.184:11434/v1,
http://152.228.161.151:11434/v1,"smollm2:135m, llama2:latest, llama3:latest, llama3.1:70b, llama3.1:latest"
http://46.4.63.87:11434/v1,"smollm2:135m, gemma2:9b, llama3.1:latest, gemma2:2b, gemma2:9b-instruct-q6_K, gemma2:9b-text-q8_0, llama3:8b-text-fp16, gemma2:27b-instruct-q4_K_S, gemma2:27b-instruct-q5_K_S, qwen:32b, mistral-nemo:latest, llama3.1:70b-instruct-q2_K, llama3.1:70b, gemma2:27b, llama3.1:8b-instruct-q6_K, all-minilm:latest, gemma2:latest, phi3:3.8b-mini-instruct-4k-q4_K_M, llama2:7b-chat-q3_K_M, phi3:latest, llama3:8b, mistral:latest, llama3:latest, nomic-embed-text:latest, mistral:7b-instruct-q8_0, llama2:13b"
http://89.168.59.75:11434/v1,"llama3.3:latest, llama3.1:8b"
http://149.112.84.52:11434/v1,"smollm2:135m, gemma2:latest, phi4:latest, deepseek-v2:16b"
http://144.202.4.250:11434/v1,
http://8.147.132.194:11434/v1,"qwen2.5:1.5b, qwen:0.5b"
http://178.156.138.2:11434/v1,"smollm2:135m, qwen2.5:1.5b, qwen2.5:0.5b, llama2:latest, qwen2:1.5b, qwen2:0.5b"
http://176.222.53.50:11434/v1,llama3.2:latest
http://65.109.158.54:11434/v1,"smollm2:135m, llama2-uncensored:latest, llama3:latest, llama2:13b, llama2:70b"
http://188.165.194.44:11434/v1,"llama2:latest, qwen2.5:1.5b, smollm2:135m, llama3.1:8b-instruct-q8_0, llama3.1:8b-text-q8_0, llama3.1:8b"
http://130.61.225.173:11434/v1,"smollm2:135m, llama2:latest, deepseek-v2:16b, mistral-small:latest, aya-expanse:8b, qwen2.5:7b"
http://3.72.254.232:80/v1,deepseek-r1:14b
http://206.12.101.22:11434/v1,"llama2:latest, smollm2:135m, mistral:7b"
http://152.53.45.189:11434/v1,"llama2:latest, qwen2.5:1.5b, smollm2:135m, Limbi:latest"
http://54.234.175.86:11434/v1,"qwen2.5:0.5b, llama3.1:70b, llama3.1:8b"
